pr2_accession	genbank_accession	start	end	kingdom	supergroup	division	class	order	family	genus	species	chimera	chimera_remark	reference_sequence	gb_date	gb_locus	gb_definition	gb_organism	gb_taxonomy	gb_strain	gb_culture_collection	gb_clone	gb_isolate	gb_isolation_source	gb_specimen_voucher	gb_host	gb_collection_date	gb_environmental_sample	gb_country	gb_lat_lon	gb_collected_by	gb_note	gb_publication	gb_authors	gb_journal	eukref_publication	eukref_authors	eukref_journal	eukref_name	eukref_source	eukref_env_material	eukref_env_biome	eukref_biotic_relationship	eukref_specific_host	eukref_geo_loc_name	eukref_notes	pr2_sample_type	pr2_sample_method	pr2_ocean	pr2_latitude	pr2_longitude	pr2_sequence_origin	pr2_size_fraction	pr2_size_fraction_min	pr2_size_fraction_max
GU823930.1.1060_U	GU823930	1	1060	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_XX	Choanoflagellatea_XXX	Choanoflagellatea_XXX_sp.					ENV	Uncultured eukaryote clone AB5F13RM5C06 18S ribosomal RNA gene,					AB5F13RM5C06		"anoxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
GU824302.1.1204_U	GU824302	1	1204	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_B	Monosigidae_Group_B_X	Monosigidae_Group_B_X_sp.					ENV	Uncultured eukaryote clone BCI5F15RM1G06 18S ribosomal RNA gene,					BCI5F15RM1G06		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
JN054697.1.1515_U	JN054697	1	1515	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C2	Salpingoecidae_Group_C2_X	Salpingoecidae_Group_C2_X_sp.					ENV	Uncultured eukaryote clone E64 18S ribosomal RNA gene, partial					E64		"activated sludge from paper mill wastewater treatment plant"""					Australia: New South Wales, Bomaderry																		environmental								
EF526824.1.1399_U	EF526824	1	1399	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_I	Stephanoecidae_Group_I_X	Stephanoecidae_Group_I_X_sp.			1		ENV	Uncultured marine eukaryote clone NIF_3H1 18S ribosomal RNA gene,					NIF_3H1		marine environment																							environmental								
EF023385.1.1835_U	EF023385	1	1835	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C1	Salpingoecidae_Group_C1_X	Salpingoecidae_Group_C1_X_sp.			1		ENV	Eimeriidae environmental sample clone Amb_18S_720 18S ribosomal RNA					Amb_18S_720		"trembling aspen rhizosphere under ambient CO2 conditions"""																							environmental								
HQ870699.1.841_U	HQ870699	1	841	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.					ENV	Uncultured eukaryote clone SIAA668 18S ribosomal RNA gene, partial					SIAA668		"Saanich Inlet, micro-oxic marine water column, 120 m depth"""			14-Apr-2008		Canada: Vancouver																		environmental								
EF526866.1.1740_U	EF526866	1	1740	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.					ENV	Uncultured marine eukaryote clone NA1_1H2 18S ribosomal RNA gene,					NA1_1H2		marine environment																							environmental								
JQ956033.1.948_U	JQ956033	1	948	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.					ENV	Uncultured eukaryote clone AN0678S24 18S ribosomal RNA gene,					AN0678S24		"water sample taken from 80 m depth at station 109 from ArcticNet cruise, Baffin Bay"""			17-sept.-06		Canada: Arctic region	76.25 N 74.17 W		PCR_primers=fwd_name: nsf4/18, rev_name: eukr															environmental			76.25	-74.17				
AF084618.1.1765_U	AF084618	1	1765	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Monosiga	Monosiga_brevicollis			1		INV	Monosiga brevicollis 18S small subunit ribosomal RNA gene, partial			ATCC50154																											culture								
EF526803.1.1334_U	EF526803	1	1334	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.			1		ENV	Uncultured marine eukaryote clone NA2_4F10 18S ribosomal RNA gene,					NA2_4F10		marine environment																							environmental								
EF196742.1.807_U	EF196742	1	807	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_L	Choanoflagellatea_X_Group_L_X	Choanoflagellatea_X_Group_L_X_sp.			1		ENV	Uncultured eukaryotic picoplankton clone B62 18S ribosomal RNA					B62		lake water					France: Alpes																		environmental								
HQ869289.1.893_U	HQ869289	1	893	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_E	Stephanoecidae_Group_E_X	Stephanoecidae_Group_E_X_sp.					ENV	Uncultured eukaryote clone SHBA628 18S ribosomal RNA gene, partial					SHBA628		"Saanich Inlet, oxygenated marine water column, 100 m depth"""			24-Apr-2007		Canada: Vancouver																		environmental								
EF526843.1.1392_U	EF526843	1	1392	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.					ENV	Uncultured marine eukaryote clone NA2_3G2 18S ribosomal RNA gene,					NA2_3G2		marine environment																							environmental								
EU371175.1.1774_U	EU371175	1	1774	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.			1		ENV	Uncultured marine eukaryote clone NPK2_136 18S ribosomal RNA gene					NPK2_136		2m sea water sample from Arctic																							environmental								
AY642707.1.1376_U	AY642707	1	1376	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C1	Salpingoecidae_Group_C1_X	Salpingoecidae_Group_C1_X_sp.			1		ENV	Uncultured eukaryotic picoplankton clone P1.39 18S ribosomal RNA					P1.39							France: Massif Central, Lake Pavin																		environmental								
DQ104597.1.1254_U	DQ104597	1	1254	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_O	Monosigidae_Group_O_X	Monosigidae_Group_O_X_sp.			1		ENV	Uncultured eukaryote clone EUKDPK38 18S ribosomal RNA gene, partial					EUKDPK38		Snake River Plain Aquifer					USA																		environmental								
JQ956027.1.951_U	JQ956027	1	951	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.					ENV	Uncultured eukaryote clone AN0678S18 18S ribosomal RNA gene,					AN0678S18		"water sample taken from 80 m depth at station 109 from ArcticNet cruise, Baffin Bay"""			17-sept.-06		Canada: Arctic region	76.25 N 74.17 W		PCR_primers=fwd_name: nsf4/18, rev_name: eukr															environmental			76.25	-74.17				
EU545768.1.972_U	EU545768	1	972	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_B	Monosigidae_Group_B_X	Monosigidae_Group_B_X_sp.			1		ENV	Uncultured eukaryote clone 9_132 18S ribosomal RNA gene, partial					9_132		marine sediment																							environmental								
EF526724.1.1542_U	EF526724	1	1542	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.			1		ENV	Uncultured marine eukaryote clone NIF_2D12 18S ribosomal RNA gene,					NIF_2D12		marine environment																							environmental								
HQ026770.1.1450_U	HQ026770	1	1450	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Salpingoeca_A	Salpingoeca_A_sp.					INV	Salpingoeca sp. ATCC BSE-01190019 18S small subunit ribosomal RNA			ATCC BSE-01190019	ATCC:BSE-01190019																										culture								
GU824031.1.1070_U	GU824031	1	1070	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_E	Stephanoecidae_Group_E_X	Stephanoecidae_Group_E_X_sp.					ENV	Uncultured eukaryote clone BCI5F13RM2D10 18S ribosomal RNA gene,					BCI5F13RM2D10		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
FJ410659.1.800_U	FJ410659	1	800	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured apicomplexan clone EBF21.72 18S ribosomal RNA gene,					EBF21.72		freshwater lake					China																		environmental								
FJ848459.1.1549_U	FJ848459	1	1549	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-19 small subunit ribosomal RNA					DLN-J-19		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
FJ848474.1.1550_U	FJ848474	1	1550	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-55 small subunit ribosomal RNA					DLN-J-55		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
EF526726.1.1541_U	EF526726	1	1541	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.			1		ENV	Uncultured marine eukaryote clone NIF_2F4 18S ribosomal RNA gene,					NIF_2F4		marine environment																							environmental								
FJ848483.1.1550_U	FJ848483	1	1550	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-86 small subunit ribosomal RNA					DLN-J-86		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
JQ226527.1.1594_U	JQ226527	1	1594	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellida_X	Choanoflagellida_XX	Choanoflagellida_XX_Clade-3	Choanoflagellida_XX_Clade-3_X	Choanoflagellida_XX_Clade-3_X_sp.					ENV	Uncultured eukaryote clone SHAA611 16S ribosomal RNA gene, partial					SHAA611		"ocean water marine sample, Saanich Inlet, Station S3, 10m depth"""			14-nov.-06		Canada																		environmental								
GU824479.1.1065_U	GU824479	1	1065	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_I	Stephanoecidae_Group_I_X	Stephanoecidae_Group_I_X_sp.					ENV	Uncultured eukaryote clone BCA5F13RJ4H02 18S ribosomal RNA gene,					BCA5F13RJ4H02		"oxygenated water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
FJ848482.1.1550_U	FJ848482	1	1550	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-85 small subunit ribosomal RNA					DLN-J-85		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
GU825154.1.1075_U	GU825154	1	1075	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.					ENV	Uncultured eukaryote clone BCI5F13RM1F02 18S ribosomal RNA gene,					BCI5F13RM1F02		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
EF526859.1.1248_U	EF526859	1	1248	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Monosigidae_Group_A_X	Monosigidae_Group_A_X_sp.					ENV	Uncultured marine eukaryote clone NA1_1B8 18S ribosomal RNA gene,					NA1_1B8		marine environment																							environmental								
DQ059033.1.1794_U	DQ059033	1	1794	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Diaphanoeca	Diaphanoeca_grandis			1		INV	Diaphanoeca grandis 18S small subunit ribosomal RNA gene, partial																																						
HQ870291.1.841_U	HQ870291	1	841	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.					ENV	Uncultured eukaryote clone SHZX714 18S ribosomal RNA gene, partial					SHZX714		"Saanich Inlet, oxygenated marine water column, 100 m depth"""			14-Apr-2008		Canada: Vancouver																		environmental								
JF706236.1.1671_U	JF706236	1	1671	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Codosiga	Codosiga_sp.					INV	Codonosiga sp. FFN-2011 clone M2/Morocco 18S ribosomal RNA gene,					M2/Morocco																									environmental								
JN825691.1.1034_U	JN825691	1	1034	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C3	Salpingoecidae_Group_C3_X	Salpingoecidae_Group_C3_X_sp.					ENV	Uncultured choanoflagellate clone Alchichica_AQ1_5E_40 small					Alchichica_AQ1_5E_40		"microbialites from Alchichica alkaline lake maintained in aquarium"""					Mexico																		environmental								
FJ153655.1.1200_U	FJ153655	1	1200	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Monosigidae_Group_A_X	Monosigidae_Group_A_X_sp.					ENV	Uncultured marine eukaryote clone GoC2_E03 small subunit ribosomal					GoC2_E03		"anoxic Gotland Deep (Baltic Sea) water sample"""																							environmental								
GU825547.1.1027_U	GU825547	1	1027	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.					ENV	Uncultured eukaryote clone BCI5F13RM1C07 18S ribosomal RNA gene,					BCI5F13RM1C07		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
FJ153629.1.1243_U	FJ153629	1	1243	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Monosigidae_Group_A_X	Monosigidae_Group_A_X_sp.					ENV	Uncultured marine eukaryote clone GoC1_B09 small subunit ribosomal					GoC1_B09		"anoxic Gotland Deep (Baltic Sea) water sample"""																							environmental								
EF173001.1.1670_U	EF173001	1	1670	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellida_X	Choanoflagellida_XX	Choanoflagellida_XX_Clade-3	Choanoflagellida_XX_Clade-3_X	Choanoflagellida_XX_Clade-3_X_sp.					ENV	Uncultured eukaryote clone SSRPE05 18S ribosomal RNA gene, partial					SSRPE05		"water sample collected at 60 m depth in the Sargasso Sea; water was prefiltered through a 2 micrometer filter (picoplanktonic size fraction samples)"""																							environmental								
GU824891.1.1097_U	GU824891	1	1097	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.					ENV	Uncultured eukaryote clone BCI5F13RM2C12 18S ribosomal RNA gene,					BCI5F13RM2C12		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
HQ867272.1.841_U	HQ867272	1	841	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.					ENV	Uncultured eukaryote clone SHAC531 18S ribosomal RNA gene, partial					SHAC531		"Saanich Inlet, oxygenated marine water column, 10 m depth"""			14-nov.-06		Canada: Vancouver																		environmental								
EF526751.1.1547_U	EF526751	1	1547	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.			1		ENV	Uncultured marine eukaryote clone NA1_2G8 18S ribosomal RNA gene,					NA1_2G8		marine environment																							environmental								
HQ870295.1.844_U	HQ870295	1	844	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_L	Choanoflagellatea_X_Group_L_X	Choanoflagellatea_X_Group_L_X_sp.					ENV	Uncultured eukaryote clone SHZX718 18S ribosomal RNA gene, partial					SHZX718		"Saanich Inlet, oxygenated marine water column, 100 m depth"""			14-Apr-2008		Canada: Vancouver																		environmental								
AB275066.1.1662_U	AB275066	1	1662	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_B	Monosigidae_Group_B_X	Monosigidae_Group_B_X_sp.			1		ENV	Uncultured eukaryote gene for SSU rRNA, partial sequence, clone:					DSGM-66		"methane cold seep sediment of Sagami Bay"""																							environmental								
EU144008.1.800_U	EU144008	1	800	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C2	Salpingoecidae_Group_C2_X	Salpingoecidae_Group_C2_X_sp.			1		ENV	Uncultured choanoflagellate clone WB45.102 18S ribosomal RNA gene,					WB45.102		freshwater lake					China																		environmental								
DQ995807.1.1366_U	DQ995807	1	1366	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_B	Lagenoeca	Lagenoeca_antarctica			1		INV	Lagenoeca sp. antarctica 18S ribosomal RNA gene, partial sequence.												Antarctica: Weddell Sea, 2551 m. depth			PCR_primers=fwd_name: 18S-82F, rev_name: 18S-Rev-1																							
HQ219353.1.1762_U	HQ219353	1	1762	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_O	Monosigidae_Group_O_X	Monosigidae_Group_O_X_sp.					ENV	Uncultured choanoflagellate clone AY2009C8 18S ribosomal RNA gene,					AY2009C8		dimictic and eutrophic lake					France: Massif Central, Lake Aydat	45.65 N 2.98 E		"contains 18S ribosomal RNA, internal transcribed spacer 1, 5.8S ribosomal RNA, internal transcribed spacer 2, and 28S ribosomal RNA"""															environmental			45.65	2.98				
DQ310239.1.1399_U	DQ310239	1	1399	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.			1		ENV	Uncultured marine eukaryote clone FV36_2B09 small subunit ribosomal					FV36_2B09		"super-sulfidic anoxic fjord water samples"""					Norway: Framvaren																		environmental								
EF526812.1.1392_U	EF526812	1	1392	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.					ENV	Uncultured marine eukaryote clone NIF_3B10 18S ribosomal RNA gene,					NIF_3B10		marine environment																							environmental								
EF023370.1.1599_U	EF023370	1	1599	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellida_X	Choanoflagellida_XX	Choanoflagellida_XX_Clade-2	Choanoflagellida_XX_Clade-2_X	Choanoflagellida_XX_Clade-2_X_sp.					ENV	Codonosigidae environmental sample clone Amb_18S_701 18S ribosomal					Amb_18S_701		"trembling aspen rhizosphere under ambient CO2 conditions"""																							environmental								
AY821949.1.1552_U	AY821949	1	1552	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C1	Salpingoecidae_Group_C1_X	Salpingoecidae_Group_C1_X_sp.			1		ENV	Uncultured choanoflagellate clone CV1_B2_17 small subunit ribosomal					CV1_B2_17		"total DNA isolated from fresh water clay-sand sediment, Nov. 2003, Orsay, France"""					France																		environmental								
GU070872.1.1748_U	GU070872	1	1748	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_O	Monosigidae_Group_O_X	Monosigidae_Group_O_X_sp.					ENV	Invertebrate environmental sample clone E05 small subunit ribosomal					E05		soil					South Korea: Upo wetland																		environmental								
FJ848499.1.1563_U	FJ848499	1	1563	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-71 small subunit ribosomal RNA					DLN-J-71		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
FJ848494.1.1550_U	FJ848494	1	1550	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-23 small subunit ribosomal RNA					DLN-J-23		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
EF526833.1.1431_U	EF526833	1	1431	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Monosigidae_Group_A_X	Monosigidae_Group_A_X_sp.					ENV	Uncultured marine eukaryote clone NA1_3C12 18S ribosomal RNA gene,					NA1_3C12		marine environment																							environmental								
EU011931.1.1798_U	EU011931	1	1798	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_M	Salpingoeca_M	Salpingoeca_urceolata			1		INV	Salpingoeca urceolata 18S ribosomal RNA gene, partial sequence.																																						
FN690480.1.1682_U	FN690480	1	1682	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.					ENV	Uncultured eukaryote partial 18S rRNA gene, clone 3b-E9.					3b-E9		sea ice					Sweden:Bothnian Sea	62.43 N 19.55 E																	environmental			62.43	19.55				
GU824363.1.1065_U	GU824363	1	1065	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_M	Monosigidae_Group_M_X	Monosigidae_Group_M_X_sp.					ENV	Uncultured eukaryote clone BCB5F13RJ6A10 18S ribosomal RNA gene,					BCB5F13RJ6A10		"anoxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
JQ223245.1.1625_U	JQ223245	1	1625	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellida_X	Choanoflagellida_XX	Choanoflagellida_XX_Clade-3	Choanoflagellida_XX_Clade-3_X	Choanoflagellida_XX_Clade-3_X_sp.					ENV	Uncultured eukaryote clone SHBB590 16S ribosomal RNA gene, partial					SHBB590		"ocean water marine sample, Saanich Inlet, Station S3, 120m depth"""			24-Apr-2007		Canada																		environmental								
EU011925.1.2063_U	EU011925	1	2063	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C1	Salpingoeca_C1	Salpingoeca_amphoridium			1		INV	Salpingoeca amphoridium 18S ribosomal RNA gene, partial sequence.																																						
AY835693.1.913_U	AY835693	1	913	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Monosigidae_Group_A_X	Monosigidae_Group_A_X_sp.			1		ENV	Uncultured choanoflagellate clone IAFDv90 18S ribosomal RNA gene,					IAFDv90		"marine methanol-fed fluidized denitrification system"""								closest relative is Salpingoeca infusionum															environmental								
HM135087.1.1733_U	HM135087	1	1733	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C1	Salpingoecidae_Group_C1_X	Salpingoecidae_Group_C1_X_sp.					ENV	Uncultured choanoflagellate clone STFeb_133 18S ribosomal RNA gene,					STFeb_133		freshwater lake																							environmental								
DQ310285.1.1331_U	DQ310285	1	1331	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.			1		ENV	Uncultured marine eukaryote clone FV36_CilB9 small subunit					FV36_CilB9		"super-sulfidic anoxic fjord water samples"""					Norway: Framvaren																		environmental								
JN090872.1.1779_U	JN090872	1	1779	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.					ENV	Uncultured eukaryote clone KRL01E12 18S ribosomal RNA gene, partial					KRL01E12		Lake Karla					Greece																		environmental								
GU825018.1.1078_U	GU825018	1	1078	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_B	Monosigidae_Group_B_X	Monosigidae_Group_B_X_sp.					ENV	Uncultured eukaryote clone BCI5F13RM2A02 18S ribosomal RNA gene,					BCI5F13RM2A02		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
EU144002.1.800_U	EU144002	1	800	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_O	Monosigidae_Group_O_X	Monosigidae_Group_O_X_sp.					ENV	Uncultured choanoflagellate clone WB1.87 18S ribosomal RNA gene,					WB1.87		freshwater lake					China																		environmental								
FJ848454.1.1550_U	FJ848454	1	1550	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_P	Choanoflagellatea_X_Group_P_X	Choanoflagellatea_X_Group_P_X_sp.					ENV	Uncultured eukaryote clone DLN-J-1 small subunit ribosomal RNA					DLN-J-1		Gayal fecal sample					"China: Yunnan, Fugong, Yaping Gayal Breeding Farm"""																		environmental								
GU824364.1.1076_U	GU824364	1	1076	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_A	Monosigidae_Group_A_X	Monosigidae_Group_A_X_sp.					ENV	Uncultured eukaryote clone BCI5F13RM1C10 18S ribosomal RNA gene,					BCI5F13RM1C10		"micro-oxic water column sample, Cariaco Basin, Caribbean Sea"""																							environmental								
DQ310214.1.1393_U	DQ310214	1	1393	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.			1		ENV	Uncultured marine eukaryote clone FV23_1A4 small subunit ribosomal					FV23_1A4		"super-sulfidic anoxic fjord water samples"""					Norway: Framvaren																		environmental								
